entry,at,order
"""rowan @ GthBpPSqaK"" posts a big blind of 0.20",2026-09-13T16:59:28.934Z,178931876893405
"""Mr Bloodthirst @ 6D7s410Ucp"" posts a small blind of 0.10",2026-09-13T16:59:28.934Z,178931876893404
"Player stacks: #1 ""rowan @ GthBpPSqaK"" (89.75) | #2 ""Mr Bloodthirst @ 6D7s410Ucp"" (95.25)",2026-09-13T16:59:28.934Z,178931876893401
"-- starting hand #235 (id: svm1ey0432vt)  No Limit Texas Hold'em (dealer: ""Mr Bloodthirst @ 6D7s410Ucp"") --",2026-09-13T16:59:28.934Z,178931876893400
"-- ending hand #234 --",2026-09-13T16:59:22.972Z,178931876297202
"""Mr Bloodthirst @ 6D7s410Ucp"" collected 2.80 from pot",2026-09-13T16:59:22.972Z,178931876297201
"Uncalled bet of 0.60 returned to ""Mr Bloodthirst @ 6D7s410Ucp""",2026-09-13T16:59:22.972Z,178931876297200
"""rowan @ GthBpPSqaK"" folds",2026-09-13T16:59:22.119Z,178931876211900
"""Mr Bloodthirst @ 6D7s410Ucp"" raises to 1.20",2026-09-13T16:59:14.704Z,178931875470400
"""rowan @ GthBpPSqaK"" bets 0.60",2026-09-13T16:59:12.640Z,178931875264000
"""Mr Bloodthirst @ 6D7s410Ucp"" checks",2026-09-13T16:59:09.927Z,178931874992700
"Flop:  [10♣, J♣, 5♠]",2026-09-13T16:59:08.496Z,178931874849600
"""Mr Bloodthirst @ 6D7s410Ucp"" calls 0.80",2026-09-13T16:59:07.624Z,178931874762400
"""rowan @ GthBpPSqaK"" raises to 0.80",2026-09-13T16:59:06.766Z,178931874676600
"""Mr Bloodthirst @ 6D7s410Ucp"" posts a big blind of 0.20",2026-09-13T16:59:04.693Z,178931874469305
"""rowan @ GthBpPSqaK"" posts a small blind of 0.10",2026-09-13T16:59:04.693Z,178931874469304
"Player stacks: #1 ""rowan @ GthBpPSqaK"" (91.15) | #2 ""Mr Bloodthirst @ 6D7s410Ucp"" (93.85)",2026-09-13T16:59:04.693Z,178931874469301
"-- starting hand #234 (id: g51g6cfjocrq)  No Limit Texas Hold'em (dealer: ""rowan @ GthBpPSqaK"") --",2026-09-13T16:59:04.693Z,178931874469300
"-- ending hand #233 --",2026-09-13T16:58:58.767Z,178931873876702
"""rowan @ GthBpPSqaK"" collected 0.20 from pot",2026-09-13T16:58:58.767Z,178931873876701
"Uncalled bet of 0.10 returned to ""rowan @ GthBpPSqaK""",2026-09-13T16:58:58.767Z,178931873876700
"""Mr Bloodthirst @ 6D7s410Ucp"" folds",2026-09-13T16:58:57.940Z,178931873794000
"""rowan @ GthBpPSqaK"" posts a big blind of 0.20",2026-09-13T16:58:56.270Z,178931873627005
"""Mr Bloodthirst @ 6D7s410Ucp"" posts a small blind of 0.10",2026-09-13T16:58:56.270Z,178931873627004
"Player stacks: #1 ""rowan @ GthBpPSqaK"" (91.05) | #2 ""Mr Bloodthirst @ 6D7s410Ucp"" (93.95)",2026-09-13T16:58:56.270Z,178931873627001
"-- starting hand #233 (id: 4n55dtcfw6fr)  No Limit Texas Hold'em (dealer: ""Mr Bloodthirst @ 6D7s410Ucp"") --",2026-09-13T16:58:56.270Z,178931873627000
"""Mr Bloodthirst @ 6D7s410Ucp"" shows a 8♠, 4♥.",2026-09-13T16:58:50.276Z,178931873027600
"-- ending hand #232 --",2026-09-13T16:58:49.658Z,178931872965802
"""Mr Bloodthirst @ 6D7s410Ucp"" collected 0.20 from pot",2026-09-13T16:58:49.658Z,178931872965801
"Uncalled bet of 0.10 returned to ""Mr Bloodthirst @ 6D7s410Ucp""",2026-09-13T16:58:49.658Z,178931872965800
"""rowan @ GthBpPSqaK"" folds",2026-09-13T16:58:48.801Z,178931872880100
"""Mr Bloodthirst @ 6D7s410Ucp"" posts a big blind of 0.20",2026-09-13T16:58:47.692Z,178931872769205
"""rowan @ GthBpPSqaK"" posts a small blind of 0.10",2026-09-13T16:58:47.692Z,178931872769204
"Player stacks: #1 ""rowan @ GthBpPSqaK"" (91.15) | #2 ""Mr Bloodthirst @ 6D7s410Ucp"" (93.85)",2026-09-13T16:58:47.692Z,178931872769201
"-- starting hand #232 (id: 7wkexnrqnzfd)  No Limit Texas Hold'em (dealer: ""rowan @ GthBpPSqaK"") --",2026-09-13T16:58:47.692Z,178931872769200
"-- ending hand #231 --",2026-09-13T16:58:41.778Z,178931872177802
"""rowan @ GthBpPSqaK"" collected 1.20 from pot",2026-09-13T16:58:41.778Z,178931872177801
"Uncalled bet of 1.20 returned to ""rowan @ GthBpPSqaK""",2026-09-13T16:58:41.778Z,178931872177800
"""Mr Bloodthirst @ 6D7s410Ucp"" folds",2026-09-13T16:58:40.973Z,178931872097300
"""rowan @ GthBpPSqaK"" raises to 1.80",2026-09-13T16:58:39.576Z,178931871957600
"""Mr Bloodthirst @ 6D7s410Ucp"" raises to 0.60",2026-09-13T16:58:37.088Z,178931871708800
"""rowan @ GthBpPSqaK"" posts a big blind of 0.20",2026-09-13T16:58:31.641Z,178931871164105
"""Mr Bloodthirst @ 6D7s410Ucp"" posts a small blind of 0.10",2026-09-13T16:58:31.641Z,178931871164104
"Player stacks: #1 ""rowan @ GthBpPSqaK"" (90.55) | #2 ""Mr Bloodthirst @ 6D7s410Ucp"" (94.45)",2026-09-13T16:58:31.641Z,178931871164101
"-- starting hand #231 (id: ndoqylvkxwli)  No Limit Texas Hold'em (dealer: ""Mr Bloodthirst @ 6D7s410Ucp"") --",2026-09-13T16:58:31.641Z,178931871164100
"-- ending hand #230 --",2026-09-13T16:58:25.675Z,178931870567502
"""rowan @ GthBpPSqaK"" collected 0.40 from pot",2026-09-13T16:58:25.675Z,178931870567501
"Uncalled bet of 0.60 returned to ""rowan @ GthBpPSqaK""",2026-09-13T16:58:25.675Z,178931870567500
"""Mr Bloodthirst @ 6D7s410Ucp"" folds",2026-09-13T16:58:24.864Z,178931870486400
"""rowan @ GthBpPSqaK"" raises to 0.80",2026-09-13T16:58:23.973Z,178931870397300
"""Mr Bloodthirst @ 6D7s410Ucp"" posts a big blind of 0.20",2026-09-13T16:58:21.740Z,178931870174005
"""rowan @ GthBpPSqaK"" posts a small blind of 0.10",2026-09-13T16:58:21.740Z,178931870174004
"Player stacks: #1 ""rowan @ GthBpPSqaK"" (90.35) | #2 ""Mr Bloodthirst @ 6D7s410Ucp"" (94.65)",2026-09-13T16:58:21.740Z,178931870174001
"-- starting hand #230 (id: gmvfcvarp8vo)  No Limit Texas Hold'em (dealer: ""rowan @ GthBpPSqaK"") --",2026-09-13T16:58:21.740Z,178931870174000
"-- ending hand #229 --",2026-09-13T16:58:15.819Z,178931869581902
"""rowan @ GthBpPSqaK"" collected 0.20 from pot",2026-09-13T16:58:15.819Z,178931869581901
"Uncalled bet of 0.10 returned to ""rowan @ GthBpPSqaK""",2026-09-13T16:58:15.819Z,178931869581900
"""Mr Bloodthirst @ 6D7s410Ucp"" folds",2026-09-13T16:58:14.998Z,178931869499800
"""rowan @ GthBpPSqaK"" posts a big blind of 0.20",2026-09-13T16:58:13.866Z,178931869386605
"""Mr Bloodthirst @ 6D7s410Ucp"" posts a small blind of 0.10",2026-09-13T16:58:13.866Z,178931869386604
"Player stacks: #1 ""rowan @ GthBpPSqaK"" (90.25) | #2 ""Mr Bloodthirst @ 6D7s410Ucp"" (94.75)",2026-09-13T16:58:13.866Z,178931869386601
"-- starting hand #229 (id: gcrd8oimxfkg)  No Limit Texas Hold'em (dealer: ""Mr Bloodthirst @ 6D7s410Ucp"") --",2026-09-13T16:58:13.866Z,178931869386600
"-- ending hand #228 --",2026-09-13T16:58:07.844Z,178931868784403
"""rowan @ GthBpPSqaK"" collected 1.20 from pot with Pair, 2's (combination: 8♣, Q♠, K♣, 2♥, 2♠)",2026-09-13T16:58:07.844Z,178931868784402
