player_nickname,player_id,session_start_at,session_end_at,buy_in,buy_out,stack,nit_escrow,net
"Gabe",9mpVPy0oPx,2026-09-12T05:52:48.237Z,,3000,,4058,0,1058
"Will",h_ZrezeXHs,2026-09-12T05:00:02.828Z,,8000,,6856,0,-1144
"sul",thk9cMWm9U,2026-09-12T04:57:24.591Z,,2500,,5086,0,2586
"Gabe",9mpVPy0oPx,2026-09-12T04:57:24.588Z,2026-09-12T05:51:58.950Z,2500,0,0,0,-2500
